id	treenum	term
D015427	C14.907.725	Reperfusion Injury
D015428	C14.280.238.615	Myocardial Reperfusion Injury
D015430	C23.888.144.243.926	Weight Gain
D015431	C23.888.144.243.963	Weight Loss
D015432	C12.777.419.570.363.615	Glomerulonephritis, Membranoproliferative
D015433	C12.777.419.570.363.625	Glomerulonephritis, Membranous
D015434	C17.300.710	Panniculitis
D015435	C17.300.475.479.400	Panniculitis, Lupus Erythematosus
D015436	C06.844.600	Panniculitis, Peritoneal
D015439	C01.252.410.040.552.386.850.249	Leprosy, Borderline
D015440	C01.252.410.040.552.386.775.500	Leprosy, Lepromatous
D015441	C01.252.410.040.552.386.850.500	Leprosy, Tuberculoid
D015448	C04.557.337.428.080	Leukemia, B-Cell
D015451	C04.557.337.428.080.125	Leukemia, Lymphocytic, Chronic, B-Cell
D015452	C04.557.337.428.600.600	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
D015456	C04.557.337.428.100	Leukemia, Biphenotypic, Acute
D015458	C04.557.337.428.580	Leukemia, T-Cell
D015459	C04.557.337.428.580.100	Leukemia-Lymphoma, Adult T-Cell
D015461	C04.557.337.428.565.750	Leukemia, Prolymphocytic, T-Cell
D015463	C04.557.337.428.565	Leukemia, Prolymphocytic
D015464	C04.557.337.539.250	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
D015465	C04.557.337.539.250.300	Leukemia, Myeloid, Accelerated Phase
D015466	C04.557.337.539.250.400	Leukemia, Myeloid, Chronic-Phase
D015467	C15.378.190.636.380	Leukemia, Neutrophilic, Chronic
D015470	C04.557.337.539.275	Leukemia, Myeloid, Acute
D015471	C04.557.337.539.275.125	Leukemia, Basophilic, Acute
D015472	C04.557.337.539.275.300	Leukemia, Eosinophilic, Acute
D015473	C04.557.337.539.275.700	Leukemia, Promyelocytic, Acute
D015477	C04.557.337.539.522	Leukemia, Myelomonocytic, Chronic
D015479	C04.557.337.539.520	Leukemia, Myelomonocytic, Acute
D015490	C02.782.815.200.470	HTLV-I Infections
D015491	C02.782.815.200.480	HTLV-II Infections
D015493	C02.782.815.200.470.710	Paraparesis, Tropical Spastic
D015494	C07.465.815.497.500	Salivary Gland Calculi
D015499	C12.777.419.815	Renal Tubular Transport, Inborn Errors
D015508	C08.460.525	Nasal Obstruction
D015511	C22.405	Goat Diseases
D015518	C10.597.606.643.455.937	Rett Syndrome
D015521	C08.460.692.752.267	Ethmoid Sinusitis
D015522	C08.460.692.752.387	Frontal Sinusitis
D015523	C08.460.692.752.578	Maxillary Sinusitis
D015524	C08.460.692.752.827	Sphenoid Sinusitis
D015526	C02.782.815.616.400.070	AIDS Dementia Complex
D015529	C04.182.198	Choledochal Cyst
D015535	C05.116.900.853.625.800.424	Arthritis, Psoriatic
D015576	C05.116.540	Hyperostosis
D015593	C11.768.585.585	Retinal Drusen
D015594	C10.292.700.450	Optic Disk Drusen
D015597	C03.718	Pregnancy Complications, Parasitic
D015605	C02.256.743.175	Cowpox
D015614	C15.604.250	Histiocytosis
D015615	C08.381.150	Cystic Adenomatoid Malformation of Lung, Congenital
D015616	C15.604.250.410	Histiocytosis, Non-Langerhans-Cell
D015618	C15.604.250.410.450	Histiocytosis, Sinus
D015619	C08.695	Respiratory System Abnormalities
D015620	C04.557.227	Histiocytic Disorders, Malignant
D015624	C04.588.614.550.225	Lambert-Eaton Myasthenic Syndrome
D015651	C25.723.680	Mycotoxicosis
D015658	C02.782.815.616.400	HIV Infections
D015663	C05.116.198.579.610	Osteoporosis, Postmenopausal
D015673	C02.330	Fatigue Syndrome, Chronic
D015674	C04.588.531	Mammary Neoplasms, Animal
D015701	C26.304.500	Near Drowning
D015715	C11.204.267	Corneal Edema
D015745	C23.550.382.437	Granuloma, Foreign-Body
D015746	C23.888.592.612.054	Abdominal Pain
D015769	C08.280	Granuloma, Respiratory Tract
D015775	C26.404.437	Fractures, Stress
D015776	C16.320.850.475.440	Keratoderma, Palmoplantar, Diffuse
D015783	C11.250.060	Aniridia
D015785	C11.270	Eye Diseases, Hereditary
D015787	C01.252.400.155.569.200	Erythema Chronicum Migrans
D015792	C11.250.666	Retinal Dysplasia
D015794	C11.270.142	Choroideremia
D015799	C11.270.468	Gyrate Atrophy
D015807	C10.900.300.284.250.270	Eye Injuries, Penetrating
D015811	C04.588.364.978.400	Iris Neoplasms
D015812	C11.525.381.056	Glaucoma, Angle-Closure
D015814	C11.540	Ocular Hypotension
D015817	C01.539.375	Eye Infections
D015818	C01.252.354	Eye Infections, Bacterial
D015819	C25.775.793	Substance Abuse, Intravenous
D015821	C01.539.375.450	Eye Infections, Fungal
D015822	C03.300	Eye Infections, Parasitic
D015823	C03.300.125	Acanthamoeba Keratitis
D015826	C05.116.099.708.582	Langer-Giedion Syndrome
D015827	C03.300.562	Onchocerciasis, Ocular
D015828	C02.325	Eye Infections, Viral
D015829	C01.252.354.900	Uveitis, Suppurative
D015831	C04.557.450.565.575.610	Osteochondroma
D015834	C09.218.568.120	Cochlear Diseases
D015835	C10.228.758	Ocular Motility Disorders
D015837	C09.218.568.900	Vestibular Diseases
D015838	C05.550.287	Chondromatosis, Synovial
D015840	C10.292.562.700	Oculomotor Nerve Diseases
D015841	C11.675.319	Enophthalmos
D015845	C10.597.690.575	Tonic Pupil
D015858	C11.744.126	Anisometropia
D015861	C11.768.725	Retinal Neovascularization
D015862	C11.941.160	Choroid Diseases
D015863	C11.941.375.360	Iridocyclitis
D015864	C11.941.879.780	Panuveitis
D015866	C11.941.879.780.900	Uveitis, Posterior
D015867	C11.941.879.900	Uveitis, Intermediate
D015868	C11.941.160.478.700	Pars Planitis
D015875	C10.597.690.150	Anisocoria
D015877	C10.597.690.362	Miosis
D015878	C11.710.570	Mydriasis
D015882	C11.768.773.674	Retinal Necrosis Syndrome, Acute
D016055	C12.777.934.880	Urinary Retention
D016063	C23.550.414.300	Blood Loss, Surgical
D016066	C04.588.894.797.640.700	Pleural Effusion, Malignant
D016080	C04.182.044	Arachnoid Cysts
D016097	C02.782.815.616.850	Simian Acquired Immunodeficiency Syndrome
D016098	C10.228.228.800.350	Gerstmann-Straussler-Scheinker Disease
D016103	C26.117.500.500	Spinal Fractures
D016104	C13.703.560	Oligohydramnios
D016107	C16.131.831.493.080	Epidermolysis Bullosa Acquisita
D016108	C16.131.831.493.160	Epidermolysis Bullosa Dystrophica
D016109	C16.131.831.493.170	Epidermolysis Bullosa, Junctional
D016110	C16.131.831.493.180	Epidermolysis Bullosa Simplex
D016111	C16.131.831.512.723	Sjogren-Larsson Syndrome
D016112	C16.131.831.512.410	Ichthyosis Vulgaris
D016113	C16.131.831.512.400	Ichthyosiform Erythroderma, Congenital
D016114	C16.131.831.512.420	Ichthyosis, X-Linked
D016115	C11.270.040.545	Albinism, Oculocutaneous
D016116	C16.320.290.040.600	Piebaldism
D016117	C11.270.040.090	Albinism, Ocular
D016127	C14.280.484.400	Heart Valve Prolapse
D016135	C10.500.680.800	Spinal Dysraphism
D016136	C10.500.680.800.750	Spina Bifida Occulta
D016137	C10.500.680.800.730	Spina Bifida Cystica
D016142	C05.660.207.410	Holoprosencephaly
D016154	C06.267	Digestive System Fistula
D016155	C07.465.614	Oral Fistula
D016156	C08.702	Respiratory Tract Fistula
D016157	C14.240.850.984	Vascular Fistula
D016170	C14.280.067.845.940.349	Accelerated Idioventricular Rhythm
D016171	C14.280.067.845.940.700	Torsades de Pointes
D016180	C02.782.815.616	Lentivirus Infections
D016181	C02.782.815.616.350	Feline Acquired Immunodeficiency Syndrome
D016182	C02.782.815.616.900	Visna
D016183	C02.782.815.650	Murine Acquired Immunodeficiency Syndrome
D016262	C02.782.687.359.764.650	Postpoliomyelitis Syndrome
D016263	C02.782.815.616.400.050	AIDS-Associated Nephropathy
D016269	C20.543.480.370.500	Milk Hypersensitivity
D016301	C05.116.264.150	Alveolar Bone Loss
D016369	C07.793.208.688	Smear Layer
D016388	C07.465.714.804	Tooth Loss
D016393	C04.557.386.480.150	Lymphoma, B-Cell
D016399	C04.557.386.480.750	Lymphoma, T-Cell
D016400	C04.557.386.480.493	Lymphoma, Large-Cell, Immunoblastic
D016403	C04.557.386.480.150.585	Lymphoma, Large B-Cell, Diffuse
D016410	C04.557.386.480.750.800	Lymphoma, T-Cell, Cutaneous
D016411	C04.557.386.480.750.825	Lymphoma, T-Cell, Peripheral
D016459	C01.539.685	Prosthesis-Related Infections
D016460	C17.300.200.495.380	Granuloma Annulare
D016463	C17.800.229.800	Sweet Syndrome
D016464	C16.320.565.595	Lysosomal Storage Diseases
D016469	C01.539.757.360	Fungemia
D016470	C01.252.100	Bacteremia
D016471	C13.351.500.056.630.642	Ovarian Hyperstimulation Syndrome
D016472	C10.574.562	Motor Neuron Disease
D016481	C01.252.400.466	Helicobacter Infections
D016483	C04.557.386.480.150.450	Lymphoma, AIDS-Related
D016489	C10.900.300.350	Head Injuries, Closed
D016491	C14.907.617	Peripheral Vascular Diseases
D016506	C16.320.850.700	Pemphigus, Benign Familial
D016510	C11.204.290	Corneal Neovascularization
D016511	C16.614.815	Severe Combined Immunodeficiency
D016512	C26.558.100	Ankle Injuries
D016518	C04.557.465.625.650.595.610.500	Neurofibromatosis 2
D016523	C17.800.321.250	Foot Ulcer
D016532	C10.597.606.643.455.750	Mucopolysaccharidosis II
D016534	C14.280.142	Cardiac Output, High
D016535	C08.127.210	Bronchial Hyperreactivity
D016537	C10.228.140.163.100.435.825.300.400	Gangliosidosis, GM1
D016538	C16.320.565.202.715.675	Mucopolysaccharidosis VII
D016543	C04.588.614.250	Central Nervous System Neoplasms
D016545	C04.588.614.250.195.205.200	Choroid Plexus Neoplasms
D016553	C15.378.100.802.687.600	Purpura, Thrombocytopenic, Idiopathic
D016569	C11.250.090	Blepharophimosis
D016575	C17.800.946.315	Hidradenitis
D016582	C02.782.815.622	Leukemia, Feline
D016583	C02.782.815.200.260	Enzootic Bovine Leukosis
D016585	C01.252.954	Vaginosis, Bacterial
D016586	C04.557.450.590.350	Granular Cell Tumor
D016602	C26.986.950.500	Needlestick Injuries
D016603	C05.651.290	Eosinophilia-Myalgia Syndrome
D016606	C04.588.322.894.800	Thyroid Nodule
D016609	C04.692	Neoplasms, Second Primary
D016638	C23.550.291.625	Critical Illness
D016640	C13.703.170	Diabetes, Gestational
D016643	C10.228.228.800.260	Encephalopathy, Bovine Spongiform
D016649	C13.351.500.056.630.750	Primary Ovarian Insufficiency
D016657	C10.228.140.300.510.200.200	Cerebral Amyloid Angiopathy
D016659	C01.539.830.025.700	Psoas Abscess
D016672	C06.405.205.282.750.625.900	Zenker Diverticulum
D016697	C02.256.466.930.750.733	Herpes Zoster Oticus
D016706	C05.550.114.154.870	Still's Disease, Adult-Onset
D016710	C23.550.972	Yin Deficiency
D016711	C23.550.945	Yang Deficiency
D016715	C04.445.435.500	Proteus Syndrome
D016720	C01.703.770	Pneumocystis Infections
D016724	C01.539.739.484	Empyema, Pleural
D016726	C08.381.600	Plasma Cell Granuloma, Pulmonary
D016727	C11.675.679	Orbital Pseudotumor
D016731	C02.256.700.300	Erythema Infectiosum
D016736	C20.111.197	Antiphospholipid Syndrome
D016738	C06.130.120.135.250.125	Alagille Syndrome
D016750	C10.114.812	Stiff-Person Syndrome
D016751	C02.440.470	Hepatitis E
D016757	C14.280.383.220	Death, Sudden, Cardiac
D016766	C02.782.600.550.200.360	Feline Infectious Peritonitis
D016767	C06.130.120.127.500	Caroli Disease
D016769	C14.907.355	Embolism and Thrombosis
D016770	C03.752.200	Ciliophora Infections
D016773	C03.752.300.500.400	Leishmaniasis, Cutaneous
D016774	C03.752.300.500.400.350	Leishmaniasis, Diffuse Cutaneous
D016776	C03.432.250	Blastocystis Infections
D016778	C03.752.530.650	Malaria, Falciparum
D016779	C03.105.300.500	Malaria, Cerebral
D016780	C03.752.530.700	Malaria, Vivax
D016781	C01.395.250.500	Toxoplasmosis, Cerebral
D016849	C02.256.466.382.465	Keratitis, Herpetic
D016857	C23.888.852.614	Hypocapnia
D016862	C01.252.410.040.552.846.493.400	Tuberculoma, Intracranial
D016863	C01.252.410.090	Bacillaceae Infections
D016864	C04.700.600	Li-Fraumeni Syndrome
D016866	C01.252.400.110	Bacteroidaceae Infections
D016868	C01.252.400.310.850	Serratia Infections
D016869	C01.252.400.610.850	Ureaplasma Infections
D016870	C01.252.400.625	Neisseriaceae Infections
D016871	C01.252.400.700	Pasteurellaceae Infections
D016873	C01.252.400.054.160	Ehrlichiosis
D016878	C10.668.829.800.700	POEMS Syndrome
D016881	C01.703.617	Microsporidiosis
D016883	C18.452.076.176.652.500	Diabetic Ketoacidosis
D016884	C19.787	Polyendocrinopathies, Autoimmune
D016888	C14.907.075	Angiodysplasia
D016889	C04.588.945.418.948.585	Endometrial Neoplasms
D016890	C01.703.617.300	Encephalitozoonosis
D016891	C12.777.419.403.875.500	Polycystic Kidney, Autosomal Dominant
D016893	C10.228.140.300.200.360	Carotid Stenosis
D016905	C01.252.400	Gram-Negative Bacterial Infections
D016908	C01.252.410	Gram-Positive Bacterial Infections
D016916	C05.550.515	Joint Deformities, Acquired
D016917	C01.252.400.126.100.050	Angiomatosis, Bacillary
D016918	C01.539.100.500	Arthritis, Reactive
D016919	C01.703.181.500.500	Meningitis, Cryptococcal
D016920	C01.252.200.500	Meningitis, Bacterial
D016921	C01.703.181.500	Meningitis, Fungal
D017001	C07.793.720	Tooth Demineralization
D017029	C10.228.140.490.360.260	Epilepsy, Complex Partial
D017034	C10.228.140.490.360.270	Epilepsy, Frontal Lobe
D017036	C10.597.742.785.260	Epilepsia Partialis Continua
D017042	C10.228.140.163.100.687.500	Phenylketonuria, Maternal
D017043	C04.182.197	Chalazion
D017044	C12.777.419.403.875.510	Polycystic Kidney, Autosomal Recessive
D017074	C20.673.330	Common Variable Immunodeficiency
D017085	C15.378.071.141.150.875.100	alpha-Thalassemia
D017086	C15.378.071.141.150.875.150	beta-Thalassemia
D017088	C01.539.597.050	AIDS-Related Opportunistic Infections
D017091	C06.405.205.265.115	Colitis, Ischemic
D017092	C16.320.850.738	Porphyria, Erythropoietic
D017093	C06.552.308.500	Liver Failure
D017094	C06.552.830	Porphyrias, Hepatic
D017096	C10.228.228.800	Prion Diseases
D017098	C15.378.147.333.500	IgA Deficiency
D017099	C15.378.147.333.750	IgG Deficiency
D017109	C10.228.662.037	Akathisia, Drug-Induced
D017114	C06.552.308.500.750	Liver Failure, Acute
D017116	C23.888.592.612.107.400	Low Back Pain
D017118	C06.552.830.150	Porphyria, Acute Intermittent
D017119	C06.552.830.250	Porphyria Cutanea Tarda
D017121	C06.552.830.437	Porphyria, Hepatoerythropoietic
D017129	C03.335.508.700.100.060	Anisakiasis
D017169	C04.666	Neoplasms, Post-Traumatic
D017180	C14.280.067.845.940	Tachycardia, Ventricular
D017188	C03.335.508.100	Adenophorea Infections
D017189	C03.335.508.100.275	Enoplida Infections
D017190	C03.335.508.700	Secernentea Infections
D017191	C03.335.508.700.100	Ascaridida Infections
D017192	C01.252.825	Skin Diseases, Bacterial
D017193	C02.825	Skin Diseases, Viral
D017194	C03.335.508.700.550	Oxyurida Infections
D017196	C03.335.508.700.700	Rhabditida Infections
D017202	C14.280.647	Myocardial Ischemia
D017204	C10.228.662.075	Angelman Syndrome
D017205	C03.335.508.700.750	Spirurida Infections
D017206	C03.335.508.700.775	Strongylida Infections
D017213	C07.793.720.210.650	Root Caries
D017219	C06.405.748.340	Gastric Outlet Obstruction
D017227	C03.335.508.700.100.850	Toxascariasis
D017229	C03.335.508.700.550.550.375	Enterobiasis
D017237	C05.651.460.620	Mitochondrial Encephalomyopathies
D017240	C05.651.460	Mitochondrial Myopathies
D017241	C05.651.460.620.520	MELAS Syndrome
D017243	C05.651.460.620.530	MERRF Syndrome
D017246	C05.651.460.700	Ophthalmoplegia, Chronic Progressive External
D017250	C02.782.160	Caliciviridae Infections
D017253	C04.557.580.600.580.590	Neurofibromatoses
D017254	C04.697.645.500	Leukemic Infiltration
D017271	C05.500.607.221	Craniomandibular Disorders
D017282	C01.252.400.825	Tick-Borne Diseases
D017285	C05.651.594.819	Polymyositis
D017359	C13.703.395.186	HELLP Syndrome
D017379	C14.280.195.400	Hypertrophy, Left Ventricular
D017380	C14.280.195.410	Hypertrophy, Right Ventricular
D017436	C12.706.316.096.750	Kallmann Syndrome
D017437	C17	Skin and Connective Tissue Diseases
D017439	C23.550.355.274.505	Cicatrix, Hypertrophic
D017441	C17.300.200.495	Necrobiotic Disorders
D017443	C17.800.815	Skin Diseases, Eczematous
D017444	C17.800.859	Skin Diseases, Papulosquamous
D017445	C17.800.862	Skin Diseases, Vascular
D017449	C17.800.174.255.100	Dermatitis, Allergic Contact
D017453	C17.800.174.255.400	Dermatitis, Irritant
D017454	C17.800.174.255.100.600	Dermatitis, Photoallergic
D017484	C17.800.174.255.400.225	Dermatitis, Phototoxic
D017486	C17.800.030	Acneiform Eruptions
D017488	C16.131.831.512.400.375	Hyperkeratosis, Epidermolytic
D017490	C16.131.831.512.400.410	Ichthyosis, Lamellar
D017492	C17.800.428.580	Keratosis, Seborrheic
D017495	C17.800.621.430	Hyperpigmentation
D017496	C17.800.621.440	Hypopigmentation
D017497	C01.252.825.420	Hidradenitis Suppurativa
D017499	C16.320.850.730	Porokeratosis
D017511	C17.800.695.675	Pyoderma Gangrenosum
D017512	C17.800.859.475	Lichenoid Eruptions
D017513	C17.800.859.475.545	Lichen Nitidus
D017514	C17.800.859.475.650	Pityriasis Lichenoides
D017515	C17.800.859.600.675	Pityriasis Rosea
D017520	C17.300.550	Mucinoses
D017541	C14.907.055.090	Aneurysm, False
D017542	C14.907.055.185	Aneurysm, Ruptured
D017543	C14.907.055.625	Iliac Aneurysm
D017544	C14.907.055.239.075	Aortic Aneurysm, Abdominal
D017545	C14.907.055.239.125	Aortic Aneurysm, Thoracic
D017562	C06.130.825	Postcholecystectomy Syndrome
D017563	C08.381.483	Lung Diseases, Interstitial
D017564	C08.381.483.675	Radiation Pneumonitis
D017565	C08.381.483.725	Sarcoidosis, Pulmonary
D017566	C14.280.647.187.575	Microvascular Angina
D017573	C07.465.342	Focal Epithelial Hyperplasia
D017574	C14.280.067.672	Parasystole
D017577	C17.800.135	Cutaneous Fistula
D017588	C12.706.316.064.500	Hyperandrogenism
D017590	C10.228.140.163.560	Myelinolysis, Central Pontine
D017593	C10.886.425.800.200.500	Kleine-Levin Syndrome
D017599	C04.557.465.625	Neuroectodermal Tumors
D017600	C04.557.465.625.630	Neuroectodermal Tumor, Melanotic
D017622	C07.465.714.354.750	Periodontal Attachment Loss
D017624	C04.557.435.595.950	WAGR Syndrome
D017674	C18.452.750.400	Hypophosphatemia
D017675	C06.405.117.119.500.204	CREST Syndrome
D017676	C07.465.397	Lichen Planus, Oral
D017681	C15.378.553.231.549	Hypereosinophilic Syndrome
D017682	C14.280.671	Myocardial Stunning
D017688	C06.405.205.200	Cholera Morbus
D017689	C05.660.585.600	Polydactyly
D017695	C26.808	Soft Tissue Injuries
D017696	C05.651.575.290	Myopathies, Nemaline
D017699	C23.888.592.612.944	Pelvic Pain
D017700	C14.907.355.350.454.500	Embolism, Cholesterol
D017703	C01.539.830.025.780	Retropharyngeal Abscess
D017714	C01.539.234	Community-Acquired Infections
D017719	C14.907.320.191	Diabetic Foot
D017726	C02.256.466.245.150	Cytomegalovirus Retinitis
D017728	C04.557.386.480.750.399	Lymphoma, Large-Cell, Anaplastic
D017731	C04.557.386.480.750.800.528	Lymphomatoid Papulosis
D017733	C02.256.466.313.500	Leukoplakia, Hairy
D017759	C26.404.249	Fractures, Malunited
D017760	C05.116.214	Bone Malalignment
D017769	C10.668.829.500.850.600	Ulnar Nerve Compression Syndromes
D017772	C10.668.829.050	Amyloid Neuropathies
D017789	C23.550.382.937	Granuloma, Pyogenic
D017823	C07.465.714.204	Furcation Defects
D017824	C04.182.089.265	Bone Cysts, Aneurysmal
D017825	C10.228.140.163.100.362.375	Canavan Disease
D017827	C10.228.140.252.190.530.530	Machado-Joseph Disease
D017880	C05.660.585	Limb Deformities, Congenital
D017887	C05.116.900.480	Ossification of Posterior Longitudinal Ligament
D017889	C11.941.375.285	Exfoliation Syndrome
D017890	C15.604.744.742.500	Splenosis
D018058	C09.218.903	Tympanic Membrane Perforation
D018088	C01.252.410.040.552.846.775	Tuberculosis, Multidrug-Resistant
D018126	C07.650.800.600	Odontodysplasia
D018149	C18.452.394.952.500	Glucose Intolerance
D018159	C09.218.568.217	Endolymphatic Hydrops
D018173	C02.256.200	Circoviridae Infections
D018174	C02.782.600.100	Arterivirus Infections
D018175	C02.782.123	Birnaviridae Infections
D018176	C02.782.600.550.800	Torovirus Infections
D018177	C02.782.350.250	Flavivirus Infections
D018178	C02.782.350	Flaviviridae Infections
D018182	C02.782.350.675	Pestivirus Infections
D018184	C02.782.580.600	Paramyxoviridae Infections
D018185	C02.782.580.600.500	Morbillivirus Infections
D018186	C02.782.580.600.620	Pneumovirus Infections
D018188	C02.782.687.150	Cardiovirus Infections
D018190	C04.557.375	Lymphatic Vessel Tumors
D018191	C04.557.375.450.450	Lymphangioma, Cystic
D018192	C04.557.375.460.465	Lymphangioleiomyomatosis
D018193	C04.557.435	Neoplasms, Complex and Mixed
D018194	C04.557.435.110	Adenomyoma
D018195	C04.557.435.135	Adenosarcoma
